gif_name	question	a1	a2	a3	a4	a5	answer	vid_id	key
tumblr_n92kr3Q3Yz1tg4lyko1_250	What does the woman do 4 times ?	shake their heads	turn their heads	kiss	pat someone's head	spit water	2	ACTION181	621
tumblr_nf9nycuedY1tdmffyo1_250	What does the dog do 2 times ?	talk	try to turn handle	grab man	flap	jump dog	1	ACTION182	623
tumblr_nam5cbzh441ss9ufto1_250	What does the man in white shirt do 2 times ?	shrug	zigzag	fill pipe	talk	put hand on head	4	ACTION183	624
tumblr_npv7urQd281u81888o1_250	What does the person do 3 times ?	deal cards	present hand gesture upward	turn	hide face	pet a cat with hand	4	ACTION184	634
tumblr_nrfus3dvXV1sht3fmo1_250	What does the man do 9 times ?	shake	spin aside of owner	hand sign	dance legs	strum	3	ACTION185	640
tumblr_nb3mu1R5I61tgtinoo1_250	What does the person do 10 or more than 10 times ?	change	stroke bird	sway to the side	fist bump hands	grasp a woman's back	1	ACTION186	643
tumblr_nglflbsZJC1sidyqyo1_250	What does the person do 5 times ?	see something	step on someones' hands	go up and down	wave something	grab woman's hips	3	ACTION187	644
tumblr_npx6dpBjdw1uu3mfso1_250	What does the man do 2 times ?	move body left and right	fall	talk	paw cat on right	inhale smoke	4	ACTION188	646
tumblr_nowke8FVo41tyncywo1_250	What does the toy do 5 times ?	go up and down	jump to the right	wave arm	dribble	assemble	2	ACTION189	650
tumblr_n8veg391yv1qgdpcoo1_250	What does the man do 2 times ?	sway while singing	jump at pumpkin	close and open eyes	grab a bottle	step backward	4	ACTION190	651
tumblr_np45apsTYm1use8l1o1_250	What does the person do 10 or more than 10 times ?	puff	tickle fish	inhale	fall	paddle	1	ACTION191	653
tumblr_noyfgrnFIi1upll81o1_250	What does the woman do 10 or more than 10 times ?	move fingers	pounce on kitten	fall	paw kitten	help toddler	0	ACTION192	655
tumblr_npndj1vzRu1tpg4boo1_250	What does the cat do 4 times ?	shake can	scratch ear	touch a man on right	splash water to someone	pull man's clothe	1	ACTION193	659
tumblr_nqhx6fiVQD1sejiemo1_250	What does the woman do 2 times ?	kiss a dog	spit	flap	smear wall with a hand	jerk left hand	0	ACTION194	662
tumblr_nfo7ksVUZ51sk96t7o1_250	What does the boy who wear a red shirt do 3 times ?	snap	swing arm	throw another woman	split hair	juggle	1	ACTION195	666
tumblr_npt5v4UV6f1tyb6s5o1_500	What does the bird do 5 times ?	point at the board	flap in wind	fall down	peck woman	place drop	3	ACTION196	671
tumblr_nntf25N0Fx1uu6kufo1_250	What does the woman do 4 times ?	move toward other man	push	touch	tap feet	jump to the right	3	ACTION197	673
tumblr_ncg51tTALI1s71nvbo1_400	What does the woman do 3 times ?	snap	turn around to catch	swing arms	bounce to the right	split hair	2	ACTION198	675
tumblr_ndj7revC3C1sbjwevo1_400	What does the fish do 2 times ?	push on snow	blink in the sky	crawl on the street	twitch head	swipe	3	ACTION199	676
tumblr_ni012ewXvw1tvltf4o1_400	What does the woman do 2 times ?	step like a goose	roll eyes left and right	jump to the right	flip body	blink	3	ACTION200	688
tumblr_nkv54kJY311tzsy9xo1_400	What does the man do 10 or more than 10 times ?	blow exhaust toward man's face	sway bottom out	swing arms back and fourth	hit drum	stab	3	ACTION201	693
tumblr_nqeo8aCMPh1rtcgkko1_400	What does the woman do 2 times ?	poke heads out	move upward with rod	strum guitar strings	blink eyes	hold soap	3	ACTION202	697
tumblr_npzvs6JXL21sw69sho1_400	What does the white dog do 6 times ?	close and open eyes	step like a goose	hold chicken	spin aside of owner	jump off ground	4	ACTION203	711
tumblr_ngl1a42vds1s2yagbo1_250	What does the woman do 10 or more than 10 times ?	scrunch	bounce body	shake	poke	jump from left to right	1	ACTION204	713
tumblr_nkhooyKO3i1svtlk8o1_250	What does the man in black leather coat do 5 times ?	unwrap bandage	skip	blink	pop bubbles	twirl another man	3	ACTION205	716
tumblr_nkozodqJRO1uort32o1_250	What does the woman do 2 times ?	skip	stick tongue out	move had	have a smile on face	mess hair	1	ACTION206	717
tumblr_no51t4y7FH1upsi9qo1_400	What does the woman do 4 times ?	thrust	wave hands down at a dog	fall	bob around	go up ramp	1	ACTION207	718
tumblr_nb4pqwIPx41tdjuqvo1_400	What does the man do 3 times ?	toss ball to himself	thrust	do push up	blow	chew corn	4	ACTION208	720
tumblr_nfghbg0PRe1rw4ndto1_250	What does the person do 5 times ?	see something	say	throw object	paw lemon	slap a kid	2	ACTION209	723
tumblr_npbn8aakfM1u05x8ho1_250	What does the person do 7 times ?	close and open eyes	sway body left and right	move toothbrush	fall	pant	2	ACTION210	730
tumblr_ncj9kxfpvm1ti5n8to1_250	What does the man do 2 times ?	guy swing arm	blow smoke	move up and down	bounce up and down	swipe at the other person	1	ACTION211	733
tumblr_nl0fy2rTA31tfcg5xo1_250	What does the woman on left do 2 times ?	shake head to the left and right	hug	close legs	pose body	stab another man	1	ACTION212	737
tumblr_nbvetvodih1qam96io1_250	What does the man do 2 times ?	clap hands	hold soap	blast	shake	sway to the side	0	ACTION213	741
tumblr_ndckegUOu21smh61so1_250	What does the dog do 2 times ?	make	swing	jump to get object	move white clay	turn	2	ACTION214	743
tumblr_ng4ctfDLEa1slj978o1_250	What does the cat do 5 times ?	strum the guitar	fall off from a machine	talk	take off clothing	paw hit	4	ACTION215	745
tumblr_nhewzsOQgy1tdjuqvo1_250	What does the dog do 2 times ?	sway body left and right	pointing mouth	force hand	shake can	spin dog bed	4	ACTION216	747
tumblr_ngft3bMYOC1qjg94zo1_250	What does the man do 4 times ?	make circle smoke cigarette	grab someone	serve food	drop	point	0	ACTION217	749
tumblr_nezoo48kQx1u0f4gso1_250	What does the person do 2 times ?	throw shoe toward a person	spin	swing their bodies	shake a glass of wine	turn body holding a man's hand	1	ACTION218	757
tumblr_np6j4clynH1rlepwpo1_250	What does the cat do 2 times ?	turn a brass cup	tilt a bucket	flap heart	move	grab a bottle	3	ACTION219	759
tumblr_nbrvxizqav1tj3r8so1_250	What does the puppy do 4 times ?	flick	wag	step to right	move legs	outstretch hand	3	ACTION220	761
tumblr_ni6tlz26cI1u8t9uto1_250	What does the cat do 3 times ?	making face face	stab	shake sholder to the left and right	miss ball	nod head	4	ACTION221	763
tumblr_nco7huA9Kl1tqcnjko1_250	What does the woman do 7 times ?	move	jiggle the other man's cheeks	lift right hand	shimmy	stretch	2	ACTION222	767
tumblr_nd9388mXKm1tjphfzo1_250	What does the man do 4 times ?	turn direction to go	puff smoke	fall over	point toward herself	talk	1	ACTION223	771
tumblr_niotw80mbK1slj978o1_250	What does the bird do 3 times ?	skip	step while dancing	side step legs	set a disk	turn handle	4	ACTION224	773
tumblr_nam8b01oYB1qc8e7lo1_250	What does the child do 4 times ?	poke	skip	rub a man on left	jump toward a cup	shake body	4	ACTION225	775
tumblr_nbz1bjJ00K1qeiz4fo1_250	What does the woman do 6 times ?	wave paw	go up and down	grab woman's hips	pushes off	jump on a bed	0	ACTION226	777
tumblr_nc4n34tTI71qlpbldo1_250	What does the baby do 5 times ?	scoot	fall off from a machine	pat back of the man	talk mouth	wag man	0	ACTION227	779
tumblr_n9td29LM8S1sqf3fco1_250	What does the animal do 2 times ?	do hand guesture	chew	blow exhaust toward man's face	toss ball to himself	thrust their arms	1	ACTION228	780
tumblr_njfb5dn24y1u8r2dpo1_250	What does the man do 4 times ?	shake a glass of wine	spin	jump toward a man	sway body left and right	flip a woman	1	ACTION229	781
tumblr_nbax87vZri1r7ge5jo1_250	What does the musician do 4 times ?	mouth jar top	high-fives	make	shake	rub hands together	4	ACTION230	782
tumblr_nc09owq3BK1tm9eyuo1_250	What does the woman do 2 times ?	grab a microphone	thrust	put the money on the table	rub a man on left	shake body	4	ACTION231	783
tumblr_nimydar2tu1u9203bo1_250	What does the woman do 9 times ?	poke girl on left	bounce	shake the other woman	point to something	pat back of the man	1	ACTION232	784
tumblr_ndhuk7JYr21tjphfzo1_250	What does the man do 6 times ?	move body left and right	guy swing arm	shout with mouth	takes off the outer part of a toy	blow smoke rings	4	ACTION233	785
tumblr_n9908v7o3G1t4ar34o1_250	What does the woman do 2 times ?	flail	empty glasses	say no	bring the basketball under leg	open mouth wide	4	ACTION234	786
tumblr_nir153wzjp1tkwbico1_250	What does the man do 7 times ?	skip	strum violin	shake up and down	spin hula hoop	move toothbrush	2	ACTION235	787
tumblr_ng6bl7SB7g1u5nqxro1_250	What does the man do 6 times ?	miss ball	blink in the sky	pat back of the man	stab	nod head	4	ACTION236	789
tumblr_nqfn91GiX21qa0byyo1_250	What does the woman do 3 times ?	clap	turnned a nut	hold girls hand	blast	shake the other woman	0	ACTION237	792
tumblr_nb6r9vT2Zp1tkhxt8o1_250	What does the man do 8 times ?	hold girls hand	clap	bang head of person on the left	spank a man	blast	1	ACTION238	794
tumblr_npbbg8NBr51tgetb4o1_250	What does the lioness do 6 times ?	swipe paw	pat back of man on the right	fall down on a sofa	move body left and right	talk	0	ACTION239	797
tumblr_nlj709VmM51uqhpvso1_250	What does the baby do 2 times ?	wave hand	bounce to the right	exhale	go on light bulb	grab for food	0	ACTION240	802
tumblr_nniww7KIxr1tefjtao1_250	What does the person do 2 times ?	drop liquid in the synringe	jump	drag himself	carry cat	stick tongue out	0	ACTION241	803
tumblr_nc1z48rjck1tm9nufo1_250	What does the man do 5 times ?	strum guitar	fall	talk	turn	drop	0	ACTION242	807
tumblr_na9o7hUCQC1sv932qo1_250	What does the man on left do 2 times ?	grab for food	pat person on right	shake head	skip	get pawed by a person	2	ACTION243	808
tumblr_nbafpuaiUp1tty6xeo1_250	What does the woman do 3 times ?	move lips	look left	wiggle	bob around	pull	0	ACTION244	809
tumblr_no5cojtMzA1rma2i5o1_500	What does the man do 3 times ?	strum the guitar	rub brush to a girl	take steps across the stage	scratch head	splash water to someone	3	ACTION245	811
tumblr_n9cb9xxVgC1qz5055o1_250	What does the dog do 4 times ?	point to somewhere	swing toy	hit the man on right	wag their hand	spin on herself	1	ACTION246	812
tumblr_npzobuOhho1uw3xzgo1_250	What does the bird do 3 times ?	peck	hold chicken	talk	bob	walk with feet	4	ACTION247	814
tumblr_nr2taftOat1u04e8qo1_400	What does the man do 4 times ?	high-fives other people	rub back of head	shake	make v sign	brush cat	1	ACTION248	822
tumblr_nf1buxIARc1slj978o1_250	What does the cat do 8 times ?	paw paper	fall over	point up to the left	turn on	twirl	0	ACTION249	824
tumblr_nd960hz1CA1sz7dlso1_250	What does the man do 2 times ?	skip	bounce to music	sway microphone left and right	shake head	jump up and away from a spider	3	ACTION250	825
tumblr_nq5kstaLQV1uyh266o1_400	What does the dog do 4 times ?	skip	stomp for fire extinction	crunch	shake head	jump up and away from a spider	3	ACTION251	828
tumblr_nqhj21OCuw1rdnai7o1_250	What does the woman do 10 or more than 10 times ?	bark	follow a ball	create bubbles	step	rest head to another person on left	2	ACTION252	832
tumblr_nom6ibNb5S1u613vbo1_250	What does the person do 4 times ?	highlight pages	touch a man	have a smile on face	shake head to the left and right	mix brush	4	ACTION253	835
tumblr_nl1y1tbWSw1qm9n8co1_250	What does the man do 3 times ?	roll on the beach	dangle	skip	shake head	move backward toward man on right	3	ACTION254	840
tumblr_n8w7wabwvY1twoe5do1_400	What does the man do 8 times ?	talk mouth	fall off from a machine	shuffle	turn head to the left	smack other's head	2	ACTION255	841
tumblr_nkuorfVvC71tlkrv7o1_250	What does the woman do 4 times ?	shake can	shuffle	hit a person	slap leg	punch toward the front	3	ACTION256	842
tumblr_n8w7w2m6Xs1twoe5do1_400	What does the man do 6 times ?	shrug	skip	wiggle	jump in the tub	shake arms	4	ACTION257	847
tumblr_ng9oftdtL41slj978o1_250	What does the cat do 7 times ?	fall	pat box	talk	stuff marshmallow	comb an animal	1	ACTION258	848
tumblr_nc85u6I4Je1teqwgmo1_400	What does the man do 8 times ?	fall	juggle balls	smack the hands of the man on the right	move	take a step	1	ACTION259	849
tumblr_nnlm30FCHq1u1w6w2o1_400	What does the man do 2 times ?	flip sign	pointing mouth	squat	shake flower bouquet	step stage	2	ACTION260	855
tumblr_nrf1becSwh1ssgyoro1_400	What does the dog do 5 times ?	walk	hold a stick close to mouth	step on the mat	making face face	bob iteslf	0	ACTION261	858
tumblr_npdmflRTD81tyncywo1_250	What does the cat do 5 times ?	fall himself	swat	fling hands open	talk mouth	move hands in heart	1	ACTION262	861
tumblr_nok6sxOCss1sonrpao1_400	What does the person do 6 times ?	shake powder bag	shimmy to right	kiss each other	spin a woman	skip	0	ACTION263	862
tumblr_njoty159cr1tqmfzto1_400	What does the person do 3 times ?	blast	hold a stick close to mouth	roll on the beach	bounce on a bed	clap hands	4	ACTION264	864
tumblr_nedkkvevz81tf1zfvo1_250	What does the woman do 2 times ?	sway bottom out	pull a large bundle	wink	poke girl on left	blink eye	4	ACTION265	867
tumblr_np6o0vsloQ1ti8ov7o1_250	What does the person do 8 times ?	hold ball	roll	clap their hands	stick tongue out	lick	2	ACTION266	869
tumblr_nahklgvCKC1rc6lqfo1_250	What does the little woman do 10 or more than 10 times ?	pretend to pull something towards her	tilt	raise	bob back and forth	push bike	4	ACTION267	870
tumblr_nb8f8esKs61ti3awto1_250	What does the man do 6 times ?	skip	shake leg	jump to somewhere	kiss each other	poke other guy	1	ACTION268	872
tumblr_nfmlh26uKW1sewp6wo1_250	What does the woman do 10 or more than 10 times ?	present thumbs	turn	hand sign	take steps on stage	strum leg	3	ACTION269	874
tumblr_nb2ikuY8Ff1tyuixco1_1280	What does the woman do 2 times ?	step to right	fling hands open	wave veil	go on light bulb	blow a raspberry	2	ACTION270	875
tumblr_nfjkd9z5AK1tcvf1oo1_400	What does the man do 2 times ?	roll	pluck harp	scratch owners back	high-fives other people	rub stomach	4	ACTION271	877
tumblr_nqmdm7bDeJ1scqyx6o1_250	What does the woman do 2 times ?	hump an white animal	twirl	point up to the left	glance to the left	pull another man's jersey	1	ACTION272	878
tumblr_no1gy2ajMY1uu6kufo1_250	What does the woman do 2 times ?	sway	skip down the field	fall off from a machine	talk mouth	stuff marshmallow	0	ACTION273	879
tumblr_nnrkstmyc41uu6kufo1_250	What does the woman do 2 times ?	sway side to side	pat woman	stand	fall	talk	0	ACTION274	883
tumblr_nq6kxjx9Lu1uu6kufo1_250	What does the woman do 4 times ?	pull	turn pizza	fall	move toothbrush	sway side to side	4	ACTION275	884
tumblr_ncwlt5Kqf41u0zc9co1_400	What does the man do 3 times ?	step on the mat	jump	hold girls hand	spin aside of owner	bobble head	1	ACTION276	886
tumblr_nfmqulMdPj1sewp6wo1_250	What does the woman do 5 times ?	snap	turn around to catch	swing arms	sway	slide	2	ACTION277	889
tumblr_npz3lwt4be1uu6kufo1_250	What does the person do 3 times ?	swing baby	shake	step to right	dance feet	roll eyes left and right	3	ACTION278	891
tumblr_nnrkuaAn681uu6kufo1_250	What does the woman do 3 times ?	hand out award	turn on	dance feet	spin aside of owner	hold chicken	2	ACTION279	892
tumblr_nnrn4xq57y1uu6kufo1_250	What does the woman do 2 times ?	jump up and away from a spider	skip	shake head	poke an animal	bounce to music	2	ACTION280	896
tumblr_nodx036lHW1uu6kufo1_250	What does the woman do 2 times ?	shake hips	skip	flip a piece of paper	move hand from right to left	jump to somewhere	0	ACTION281	899
tumblr_nipz9b4Dxl1tpg2e7o1_250	What does the man do 2 times ?	swing arms	snap	squeeze a doll	shake	turn around to catch	0	ACTION282	901
tumblr_nqxl0aWuEn1ua16who1_400	What does the man do 9 times ?	skip	move backward toward man on right	shake head	jump up and away from a spider	whirl finger	2	ACTION283	910
tumblr_np7pxnZop21tfh75qo1_500	What does the woman do 3 times ?	move toward other man	cross feet	present hand gesture upward	push another man	paw at puppy	1	ACTION284	912
tumblr_npz3prPq5l1uu6kufo1_250	What does the man do 2 times ?	move banner	step	shuffle bills	take bites of noodles	wiggle tongues	1	ACTION285	918
tumblr_nkvidkwada1qdopllo1_400	What does the woman do 2 times ?	make v sign	stomp for fire extinction	step runway	move hands across face	fall	3	ACTION286	920
tumblr_nbad3ao9dg1qa41xno1_250	What does the man do 2 times ?	wave arms	go on light bulb	grab other man	step to right	shrug	0	ACTION287	923
tumblr_no5xnkHOku1sjmwg0o1_250	What does the woman do 4 times ?	snap	swing hips side to side	gallop	squeeze man	turn dial	1	ACTION288	925
tumblr_nny7asoKhV1uut2i2o1_400	What does the rabbit do 3 times ?	shake hands shaped like heart	jump toward a man	take hands as heart	hop	frown face	3	ACTION289	928
tumblr_nqabr6BTQf1uu6kufo1_250	What does the woman do 3 times ?	sway side to side	flick	fall	stand	strum violin	0	ACTION290	929
tumblr_nnrl3q5gGF1uu6kufo1_250	What does the man do 2 times ?	sway side to side	fall	talk	push lady	picked up ball	0	ACTION291	930
tumblr_nntcbgdoCJ1uu6kufo1_250	What does the girl do 4 times ?	puff smoke ring	move	strum air	bob	fall over	3	ACTION292	931
tumblr_nhiynaxXce1tirj8qo1_400	What does the man do 3 times ?	wiggle	nod head	shake sholder to the left and right	stab	pat back of the man	1	ACTION293	935
tumblr_nes5f2eVYM1tk2ngvo1_250	What does the cat do 10 or more than 10 times ?	throw	blow kisses	wiggle	hit dog	stab	3	ACTION294	938
tumblr_nqiyitARuv1uxg9xuo1_400	What does the dog do 2 times ?	have a smile on face	wag man	skip	stick out tongue	whip horse	3	ACTION295	940
tumblr_nnrmvq9i0B1uu6kufo1_250	What does the woman do 3 times ?	jump to somewhere	scratch an animal	skip	shake hips	poke	3	ACTION296	945
tumblr_nqab8xKAkq1uu6kufo1_250	What does the woman do 3 times ?	roll eyes left and right	skip	shake hips	sway with cat	wag their hand	2	ACTION297	947
tumblr_np1s7qj05n1uu6kufo1_250	What does the woman do 2 times ?	flip a piece of paper	skip	drop liquid in the synringe	shake hips	gallop the snow	3	ACTION298	948
tumblr_nognswAtum1stry9wo1_400	What does the dog do 2 times ?	strum guitar	sway	raise left ear	clench hand	move toothbrush	2	ACTION299	949
tumblr_nit9oxt9vw1r9iyqjo1_250	What does the woman do 2 times ?	guy swing arm	turn head left and right	blow smoke rings	shout with mouth	take out	2	ACTION300	951
tumblr_neqbmgn5u81tk2ngvo1_250	What does the man do 4 times ?	poke cat	rub	move	pick	punch arms forward	0	ACTION301	953
tumblr_nntaxmiiVu1uu6kufo1_250	What does the person do 2 times ?	step to right	hand out award	swing at other cat	hold chicken	dance steps	4	ACTION302	956
