gif_name	question	answer	vid_id	key
tumblr_nhci98YWzH1spjbddo1_500	How many times does the woman touch doors ?	0	COUNT23512	93589
tumblr_nq3bb4xF3I1rndm3wo1_400	How many times does the man wave hand ?	0	COUNT23513	75248
tumblr_nhcxamTnVy1scqrkjo1_500	How many times does the man pat head ?	0	COUNT23514	44346
tumblr_noddrqABB21rqm2sro1_400	How many times does the man cross his arms ?	0	COUNT23515	42054
tumblr_nf5vio91dp1u3ctzeo1_400	How many times does the man blink eyes ?	0	COUNT23516	33803
tumblr_ncsm7bkSNL1r9ugbgo1_250	How many times does the man pound fist ?	0	COUNT23517	43862
tumblr_nkgyy4TYfx1qzzyu5o1_400	How many times does the woman wave ?	0	COUNT23518	50783
tumblr_mphj4x8VxM1ry6msio1_250	How many times does the woman shift her eyes ?	0	COUNT23519	3486
tumblr_nc9cfath5v1tg0xwgo1_250	How many times does the man lean ?	0	COUNT23520	47374
tumblr_ne5x88EH6H1tsupomo1_500	How many times does the man dribble basketball ?	0	COUNT23521	34339
tumblr_nedpegD0r91twpxe2o1_250	How many times does the woman on right stroke woman in left shoulder ?	0	COUNT23522	49603
tumblr_nq7pdgZwJc1rrv671o1_400	How many times does the man on right look at camera ?	0	COUNT23523	52750
tumblr_nqqwje2mLB1u9x0ebo1_500	How many times does the child nuzzle a cat ?	0	COUNT23524	92559
tumblr_nqmhw9TwKU1sp8ef6o1_400	How many times does the man on left strut ?	0	COUNT23525	31311
tumblr_ni0r2j5llw1txg3b3o1_500	How many times does the man pour liquor ?	0	COUNT23526	96512
tumblr_n9r1i8qtBy1sc5yiyo1_400	How many times does the woman on left move arms ?	0	COUNT23527	90581
tumblr_nha5hr8mkA1te54bdo1_400	How many times does the woman swing arm ?	0	COUNT23528	74070
tumblr_nq573wmgET1ur73amo1_250	How many times does the man gesture ?	0	COUNT23529	27706
tumblr_nqqheteVRj1rs13kco1_400	How many times does the man blink eyes ?	0	COUNT23530	68748
tumblr_nkpii2yrUI1sphr6ao1_400	How many times does the man lower eyes ?	0	COUNT23531	53894
tumblr_nqdlrq50591uxjk3to1_250	How many times does the cat nuzzle owner ?	0	COUNT23532	23068
tumblr_njvzj64PWb1u9m0bco1_500	How many times does the person pet dog ?	0	COUNT23533	87714
tumblr_nrhv65GF7x1shdyjzo1_500	How many times does the man blink eyes ?	0	COUNT23534	79433
tumblr_nojbnwwnpu1uu6kufo1_250	How many times does the woman nod head ?	0	COUNT23535	4690
tumblr_n9v544PElz1ruvb05o1_500	How many times does the woman on center blow kiss ?	0	COUNT23536	74681
tumblr_nes1n9IDvc1r9auv6o1_400	How many times does the dog turn around ?	0	COUNT23537	16470
tumblr_nmd8nk7Ya61rc87ggo1_540	How many times does the man walk steps ?	0	COUNT23538	24777
tumblr_ncjgcvc9EC1tg33fjo1_400	How many times does the boy who wear a sleeveless shirt lift his arm ?	0	COUNT23539	75311
tumblr_npq3thHo5S1uo8loqo1_500	How many times does the cat turn head ?	0	COUNT23540	60283
tumblr_no79acswPe1uv55lqo1_500	How many times does the hand spin flower ?	0	COUNT23541	81783
tumblr_n8z1vhD3gz1sqdosqo1_500	How many times does the guy turn head ?	0	COUNT23542	94229
tumblr_nfqfi97gre1u0cc95o1_250	How many times does the girl shake butt ?	0	COUNT23543	47243
tumblr_nk4zj00bIU1u3zmmqo1_500	How many times does the girl roll own body ?	0	COUNT23544	80517
tumblr_n9xsyqqHOF1s8ort3o1_250	How many times does the man wipe forehead ?	0	COUNT23545	38405
tumblr_nosu5s3CM31twfmf3o1_500	How many times does the man raise hand ?	0	COUNT23546	93056
tumblr_neyc08V2IB1tpd338o1_250	How many times does the dog bite at glass ?	0	COUNT23547	11221
tumblr_nbghhwR7611taadn9o1_250	How many times does the girl on front clap hand ?	0	COUNT23548	11860
tumblr_njziqoZf9j1uniumto1_400	How many times does the book shove in mans face ?	0	COUNT23549	95265
tumblr_np383pLnZO1sq9aq3o1_250	How many times does the man shake his head ?	0	COUNT23550	80084
tumblr_ndcaim17c71qlfbtso1_400	How many times does the man yawn ?	0	COUNT23551	66982
tumblr_nbetr8A3i61sqon5qo1_400	How many times does the man miss ball ?	0	COUNT23552	11136
tumblr_nov07gwT1k1sm8v7ko1_540	How many times does the man blink ?	0	COUNT23553	51029
tumblr_n477cnsJ2k1r7oh7zo1_250	How many times does the gymnast flip ?	0	COUNT23554	42681
tumblr_nbybrghLPS1tkpzw0o1_500	How many times does the man twirl ?	0	COUNT23555	83561
tumblr_nqi1ftLuCv1s415gto1_400	How many times does the men snap fingers ?	0	COUNT23556	1136
tumblr_ncigbmRlNA1r8ikpfo1_500	How many times does the man shuffle hands ?	0	COUNT23557	71097
tumblr_nbufi9zAeo1qjwl2so1_500	How many times does the woman shove spoonfuls of ice cream ?	0	COUNT23558	90178
tumblr_nk5jxtdw3X1tk7malo1_400	How many times does the man step ?	0	COUNT23559	30046
tumblr_m9o9ihZT0N1r1ze62o1_400	How many times does the man lick ice cream ?	0	COUNT23560	36016
tumblr_n97n35vi381sox1blo1_500	How many times does the person blink eyes ?	0	COUNT23561	49160
tumblr_nfeonvBBad1srvunio1_250	How many times does the person swing arm ?	0	COUNT23562	20526
tumblr_np331a3GqI1qmnmhao1_250	How many times does the man move lips ?	0	COUNT23563	86496
tumblr_nfctcvYOf71tvh8reo1_500	How many times does the man wave his hands ?	0	COUNT23564	45080
tumblr_nhaokxPf7P1sakce2o1_500	How many times does the man with brown hair shake fist ?	0	COUNT23565	21804
tumblr_ndtmc5Cc341u1m803o1_400	How many times does the man shake his arm ?	0	COUNT23566	61694
tumblr_nf5aqjlV9V1rxes30o1_250	How many times does the woman wave ?	0	COUNT23567	23007
tumblr_n94up5112v1thso3go1_500	How many times does the man holding a book highlight pages ?	0	COUNT23568	73970
tumblr_n9txi00GE01t1a1dlo1_250	How many times does the man raise eyebrows ?	0	COUNT23569	17113
tumblr_nasu5aAPgm1tk128jo1_1280	How many times does the camera change frame ?	0	COUNT23570	100731
tumblr_nqo113LFSb1rq31wzo1_400	How many times does the man shake a monkey's hand ?	0	COUNT23571	66380
tumblr_nag9cuyhhb1s9mi0no1_250	How many times does the man blink ?	0	COUNT23572	53281
tumblr_nhq2untmcr1ttw0s4o1_250	How many times does the man point finger ?	0	COUNT23573	18318
tumblr_ne30xr2Wdu1qhrx75o1_400	How many times does the cat rub dog ?	0	COUNT23574	53757
tumblr_ndnwxbkdmQ1u0z49so1_250	How many times does the man move microphone ?	0	COUNT23575	12403
tumblr_ndpq8umz3r1tct48do1_250	How many times does the man wiggle ?	0	COUNT23576	43844
tumblr_mglcflBwOC1rbc7pso1_r2_400	How many times does the man wipe hair ?	0	COUNT23577	21708
tumblr_nhie9tO5ho1tqwtb6o1_400	How many times does the man fold his arm ?	0	COUNT23578	41271
tumblr_nor20uJQrd1u8v5p9o1_250	How many times does the man close mouth ?	0	COUNT23579	1652
tumblr_nq9eucymTL1spbyj5o1_250	How many times does the man strum guitar ?	0	COUNT23580	20527
tumblr_nkk6j6tvjW1uogqpco1_500	How many times does the woman shake head ?	0	COUNT23581	87214
tumblr_nkke3lfSri1up3er7o1_400	How many times does the dog fall stairs ?	0	COUNT23582	53833
tumblr_nqlckyM52Z1uv0y2ro1_250	How many times does the woman spin ?	0	COUNT23583	85277
tumblr_ncaqiodMqL1r3a5jdo1_250	How many times does the cat peek ?	0	COUNT23584	17208
tumblr_nk8zyndyvL1uobmjlo1_400	How many times does the lady shake her hips ?	0	COUNT23585	60859
tumblr_nq7dh43PHZ1u07m2jo1_250	How many times does the man on right rub the girls back ?	0	COUNT23586	18715
tumblr_nd5m3ifmPo1tnwm9ao1_400	How many times does the girl kick ?	0	COUNT23587	75833
tumblr_nphabjUiuR1sht3fmo1_250	How many times does the man clap hands ?	0	COUNT23588	37891
tumblr_ne23lsczag1sff8efo1_500	How many times does the man nod head ?	0	COUNT23589	93282
tumblr_nodfxrVrFK1qeennio1_500	How many times does the dog run through guys legs ?	0	COUNT23590	59815
tumblr_mvr78c6T151qdoxp5o1_500	How many times does the kitten hug mouse ?	0	COUNT23591	75814
tumblr_npw5k7PQNQ1u2h47bo1_1280	How many times does the woman gesture hand ?	0	COUNT23592	5845
tumblr_nqkj8nB56b1tk2ngvo1_100	How many times does the man stroke wall ?	0	COUNT23593	46114
tumblr_nc8zqlPHko1srtlkoo1_500	How many times does the woman apply lipstick ?	0	COUNT23594	62299
tumblr_nkm1nnj4Wi1u7dd45o1_250	How many times does the woman take steps ?	0	COUNT23595	5932
tumblr_nbrvrnQQ311tqseg1o1_500	How many times does the man step forward ?	0	COUNT23596	63367
tumblr_nb98tlCxdI1rjb6jco1_250	How many times does the woman chew mouth ?	0	COUNT23597	12228
tumblr_n96xwkxTvo1r2t5aso1_400	How many times does the man grit teeth ?	0	COUNT23598	36710
tumblr_nrdc37L7KA1uxae7wo1_400	How many times does the woman wave arm ?	0	COUNT23599	69363
tumblr_nbf9xtl6Rj1tl5svpo1_400	How many times does the man blow kiss ?	0	COUNT23600	58646
tumblr_nd1g2pjECi1tqrf5uo1_400	How many times does the woman shake hand ?	0	COUNT23601	65865
tumblr_nminpie3qa1tlpp9bo1_500	How many times does the dog jump ?	0	COUNT23602	50911
tumblr_nbkxwm6rPN1rflkmao1_500	How many times does the man raise eyebrow ?	0	COUNT23603	90636
tumblr_n9hmg4UEOf1thtos8o1_400	How many times does the man wave arm to remove a piece of cloth ?	0	COUNT23604	33561
tumblr_nf9eq4FyJm1rownybo1_400	How many times does the dog touch cat's side with its mouth ?	0	COUNT23605	5921
tumblr_nq1miv63wu1ut480wo1_250	How many times does the man kiss to other person ?	0	COUNT23606	8634
tumblr_no1uggsbCX1t090qqo1_400	How many times does the man shake head ?	0	COUNT23607	80427
tumblr_nc2723hhf91tj9d1zo1_250	How many times does the man turn around ?	0	COUNT23608	38384
tumblr_nqj9hj686N1tkn3zmo1_250	How many times does the girl lick her lips ?	0	COUNT23609	3310
tumblr_nhaqw9yMbB1u6i2fio1_500	How many times does the woman wave ?	0	COUNT23610	48539
tumblr_ne51srqw1t1srpy25o2_r1_500	How many times does the man rotate handle ?	0	COUNT23611	66806
tumblr_nbmfxoF1bK1svpvevo1_500	How many times do the person in shorts stretch shoulders ?	0	COUNT23612	6253
tumblr_nexx19yNMW1tdmffyo1_250	How many times does the boy in green shirt gesture arm ?	0	COUNT23613	2245
tumblr_np98pndPrl1rdyzuro1_250	How many times does the man leap air ?	0	COUNT23614	16994
tumblr_njvmjq4fmv1sh3mxvo1_500	How many times does the man adjust tiara ?	0	COUNT23615	43131
tumblr_mgyotug4Vt1qafte2o1_250	How many times does the man bite lip ?	0	COUNT23616	35007
tumblr_mfqohgwVeV1rk0xfuo1_500	How many times does the man slap cat's paw ?	0	COUNT23617	72744
tumblr_ngp88wl6we1u4s3z7o1_100	How many times does the man pat hair ?	0	COUNT23618	1605
tumblr_nal5ei8vEy1slwrsuo1_400	How many times does the woman lift her thumb ?	0	COUNT23619	27041
tumblr_ncz2es2F4v1txifqko1_250	How many times does the two man shake ?	0	COUNT23620	51376
tumblr_no8zz3ceZA1uuewsmo1_500	How many times does the blonde man swing arm ?	0	COUNT23621	74662
tumblr_n8wra2BPpB1sg1xmio1_250	How many times does the dog hit head ?	0	COUNT23622	5781
tumblr_nk4xf2wYS21u2xu08o1_500	How many times does the woman turn head ?	0	COUNT23623	69261
tumblr_ncb0hw91XC1sdbrm9o1_400	How many times does the woman chew gum ?	0	COUNT23624	66217
tumblr_nnmlh6C7yc1u3dwpfo1_400	How many times does the woman blink eyes ?	0	COUNT23625	10038
tumblr_niumt4RhZv1u6lkdzo1_250	How many times does the man bump fists together ?	0	COUNT23626	8690
tumblr_ncfb0cvYY21sgjg0po1_400	How many times does the woman hit fist ?	0	COUNT23627	22485
tumblr_ndjqblv6pc1qeajm9o1_400	How many times does the boy in black lean body ?	0	COUNT23628	17613
tumblr_n9fhqkPyYP1rrsatpo1_400	How many times does the woman knit one's brows ?	0	COUNT23629	52182
tumblr_nqh1z83mf51uzovyco1_250	How many times does the man rub chin ?	0	COUNT23630	8254
tumblr_nku5bp5Awo1uojf69o1_400	How many times does the person scratch his nose ?	0	COUNT23631	64044
tumblr_npntesBksl1rqcyoqo1_400	How many times does the woman sway ?	0	COUNT23632	28950
tumblr_nh1p4uKjjZ1u6wyc4o1_400	How many times does the woman flail her left arm ?	0	COUNT23633	66389
tumblr_npiny69yPH1u8jk1eo1_400	How many times does the girl raise her arm ?	0	COUNT23634	64600
tumblr_n8tfs7TSko1tf635so1_250	How many times does the guy on left pat another person's back ?	0	COUNT23635	53309
tumblr_njybheAGCb1uo74noo1_250	How many times does the man stick out tongue ?	0	COUNT23636	43911
tumblr_nctxu1DqGW1tp5c0to1_500	How many times does the man look down ?	0	COUNT23637	12230
tumblr_npd4kuNTRy1uv5bfco1_250	How many times does the curly-haired male nod his head ?	0	COUNT23638	15230
tumblr_nom0dzrQ581t95h1uo1_400	How many times does the lady turn her head ?	0	COUNT23639	72740
tumblr_njss9sh3oQ1qll2s1o1_400	How many times does the guy on right turn head ?	0	COUNT23640	53969
tumblr_nhkmxjaSAq1u777vko1_500	How many times does the woman stretch legs ?	0	COUNT23641	57894
tumblr_nnkav3xmGS1sgznr1o1_400	How many times does the woman blink eyes ?	0	COUNT23642	96686
tumblr_nk5f6xJrkm1u9ts1co1_500	How many times does the woman blink eyes ?	0	COUNT23643	78663
tumblr_nrlbozhTNZ1unmtbso1_400	How many times does the guy with dark hair nod his head ?	0	COUNT23644	1124
tumblr_n9ekf1H6Lj1r296dro1_500	How many times does the man fix hair ?	0	COUNT23645	81787
tumblr_nre7rsLOJU1uabwwoo2_400	How many times does the young man touch pocket ?	0	COUNT23646	48018
tumblr_nhymr5g2oi1rum5hco1_400	How many times do the horses gallop ?	0	COUNT23647	4676
tumblr_nipcn2okhF1rk09qho1_500	How many times do the guys yell ?	0	COUNT23648	48486
tumblr_ndimutcfTN1u1vlwmo1_250	How many times does the man fix his suit ?	0	COUNT23649	9838
tumblr_nr6ims0WYT1subslpo1_400	How many times does the head turn ?	0	COUNT23650	26018
tumblr_nbyvk9GRol1tgupn0o1_400	How many times does the person flip ?	0	COUNT23651	34150
tumblr_nkb6zqk5a01u93fbvo1_400	How many times does the man strum guitar ?	0	COUNT23652	18983
tumblr_nfifxiK8Bt1st0ktbo1_400	How many times does the woman on right lift her shoulder ?	0	COUNT23653	14641
tumblr_nozsv4tpO11u0x48lo1_500	How many times does the woman nod her head ?	0	COUNT23654	86763
tumblr_nqnw5go5ZA1smis5ro1_500	How many times does the hand pat cat ?	0	COUNT23655	79426
tumblr_nogdnbzX1k1u7rn1do1_500	How many times does the man shake his head ?	0	COUNT23656	45539
tumblr_n98o4v22qh1re9f1uo1_500	How many times does the blonde woman bounce hair ?	0	COUNT23657	61258
tumblr_ngi69vo4D21u4lbdzo1_400	How many times does the man raise eyebrow ?	0	COUNT23658	57901
tumblr_ndyv8cQysR1tm1jejo1_500	How many times does the baby panda book mother panda's nose ?	0	COUNT23659	55160
tumblr_na96g1XWlt1tvzr9xo1_1280	How many times does the man pat other man's side ?	0	COUNT23660	41879
tumblr_ngbaouIpwr1ros9sso1_500	How many times does the man clap ?	0	COUNT23661	71666
tumblr_njsrn9V2Xd1tassoro1_250	How many times does the boy raise eyebrows ?	0	COUNT23662	51520
tumblr_ndtfib6GEd1r2v01io1_400	How many times does the woman shake hips ?	0	COUNT23663	67111
tumblr_nc78kwHwGo1tiw4bro1_400	How many times does the man bang his head ?	0	COUNT23664	95259
tumblr_nksp8kZtoV1u9ch0eo1_250	How many times does the couple spin in a circle ?	0	COUNT23665	68647
tumblr_niv5eb5WbX1sjd6izo1_250	How many times does the man flip his body ?	0	COUNT23666	4043
tumblr_nabgliAHpZ1tbjfazo1_400	How many times does the dog sit hind legs ?	0	COUNT23667	76427
tumblr_no2i84KM3P1qdaanko1_500	How many times does the man stick out tongue ?	0	COUNT23668	69395
tumblr_np8rtbnDjd1t0j180o1_400	How many times does the man shake his head ?	0	COUNT23669	57362
tumblr_nnp1yhy1kN1u3ji4yo1_500	How many times does the man spin ?	0	COUNT23670	15289
tumblr_npxcpnkJeo1uxkmnto1_250	How many times does the hammock swing ?	0	COUNT23671	8245
tumblr_nqgzehFd2l1thx133o1_400	How many times does the woman blink eyes ?	0	COUNT23672	45595
tumblr_n9nlhnPS0M1ry0noso1_400	How many times does the girl blink her eyes ?	0	COUNT23673	37172
tumblr_nnxhypEvZH1qau134o1_250	How many times does the woman blink eyes ?	0	COUNT23674	12397
tumblr_nkrc5n88YI1tk2ngvo1_250	How many times does the guy lower his arm ?	0	COUNT23675	8888
tumblr_nfzt4pBbtJ1s6zpepo1_250	How many times does the woman glance ?	0	COUNT23676	37922
tumblr_nq1psloVwv1uvvb2vo1_400	How many times does the man with white clothe kick ?	0	COUNT23677	80227
tumblr_nb2e40B6rU1tk2ncoo2_400	How many times does the boy tip hand ?	0	COUNT23678	68718
tumblr_nc0qpd4pLN1tuqpvco1_250	How many times does the man look ?	0	COUNT23679	23665
tumblr_np4jx5XMW01ssvm0eo1_400	How many times does the cat shake his body ?	0	COUNT23680	65202
tumblr_nctk0doRA61qekeito1_400	How many times does the man on far right lean body backward ?	0	COUNT23681	87812
tumblr_na7liiq3D31r1u5two1_250	How many times does the man shake head ?	0	COUNT23682	4024
tumblr_nqmcdfk4hB1tmemojo1_500	How many times does the man shake ?	0	COUNT23683	100262
tumblr_nklrlmh7dp1u0ozkco1_250	How many times does the man pull weights ?	0	COUNT23684	7502
tumblr_nq7zv4RqaQ1uyc57so1_250	How many times does the man on the left kiss man on the right ?	0	COUNT23685	22991
tumblr_nhovlofg471t6rj4lo1_400	How many times does the man mumble ?	0	COUNT23686	15191
tumblr_np9wiiMYug1u5eeixo1_400	How many times does the man raise his eyebrows ?	0	COUNT23687	39416
tumblr_no4erlsV2y1si7y3co1_250	How many times does the man shake ?	0	COUNT23688	24215
tumblr_nfysjqYF4S1u029u8o1_250	How many times does the man pull up ?	0	COUNT23689	37907
tumblr_nbazheRpfb1sdexdlo1_500	How many times does the man step ?	0	COUNT23690	35010
tumblr_ncjo3iEW4m1qagfpzo1_500	How many times does the man in the left open and close his mouth ?	0	COUNT23691	100676
tumblr_nfvajvjQHw1ssgyoro1_500	How many times do the group of boys dance with their shoulders move ?	0	COUNT23692	101914
tumblr_njesybkemW1tuehrqo1_500	How many times does the man who wear a cap shake his body ?	0	COUNT23693	83536
tumblr_n9tu7j9VNl1tib4ywo1_400	How many times does the woman close her mouth ?	0	COUNT23694	30064
tumblr_neomqfSwLf1tx8mn0o1_400	How many times does the woman blink ?	0	COUNT23695	55654
tumblr_nbkpwtDfXE1tegzibo1_500	How many times does the girl shake her body ?	0	COUNT23696	62054
tumblr_npqml0RcvC1uuxd1yo1_500	How many times does the man puff out smoke ?	0	COUNT23697	54559
tumblr_ne6ikuV1Xm1sjxysio1_400	How many times do the two women wave their body ?	0	COUNT23698	69856
tumblr_nc55rmesrT1r2ku78o1_500	How many times does the man wave his hand ?	0	COUNT23699	42018
tumblr_nj9t48jyIB1qfclnro1_400	How many times does the guitarist nod head ?	0	COUNT23700	66323
tumblr_ncw8llsyas1tssk6do1_400	How many times does the woman scroll the touch pad ?	0	COUNT23701	29617
tumblr_n9h3b7VMJO1spgwbno1_400	How many times does the wave break ?	0	COUNT23702	78896
tumblr_nkobauctGh1qcolx2o1_500	How many times does the interviewee hand sign ?	0	COUNT23703	69387
tumblr_nl9chkQHJh1tzjproo1_400	How many times does the woman stand with hand ?	0	COUNT23704	24886
tumblr_np4h8x5jnn1sflh6io1_250	How many times does the man point ?	0	COUNT23705	47826
tumblr_nffan8ktRr1r0r5myo1_250	How many times does the cat lick its nose ?	0	COUNT23706	40757
tumblr_nozwqw4HuK1t95h1uo1_500	How many times does the woman arrange her hair ?	0	COUNT23707	40857
tumblr_noyweiYYXE1uvqq33o1_500	How many times does the man blink eyes ?	0	COUNT23708	15231
tumblr_ncrngaLO691tj3q2po1_500	How many times does the woman turn her body ?	0	COUNT23709	15372
tumblr_mfu5tnDDss1qafte2o1_250	How many times does the man kick ?	0	COUNT23710	4059
tumblr_nkq2vhomVm1twnkudo1_r1_400	How many times does the kiss ?	0	COUNT23711	35991
tumblr_nq1d8iewvB1s7amcyo1_400	How many times does the woman tap her feet ?	0	COUNT23712	13498
tumblr_mh1su2V1xR1qbehwco1_500	How many times does the man punch ?	0	COUNT23713	100674
tumblr_ncj6mbDloh1s8z7h4o1_250	How many times does the man move his head ?	0	COUNT23714	41295
tumblr_nat5i8Hr1b1ts7f01o1_500	How many times does the man rub back ?	0	COUNT23715	86416
tumblr_npw7y0ggir1uyniw5o1_400	How many times does the woman kiss ?	0	COUNT23716	92411
tumblr_noefc97BcL1us68uio1_250	How many times does the man brush his arm ?	0	COUNT23717	21100
tumblr_nn7q0yli1Y1qfbk70o1_500	How many times does the panda blink ?	0	COUNT23718	88850
tumblr_mmo7anxAcN1r03xupo1_500	How many times does the man in black bounce his body ?	0	COUNT23719	50995
tumblr_n9siszhG1N1r6pekco1_250	How many times does the woman jump ?	0	COUNT23720	9861
tumblr_n8h1tuAF1I1slw55qo1_400	How many times does the bird raise ?	0	COUNT23721	19524
tumblr_n9il2mRKDK1t5ojzdo1_250	How many times does the man raise arm ?	0	COUNT23722	19996
tumblr_nco7d5aIwS1r140opo1_250	How many times does the woman step ?	0	COUNT23723	37821
tumblr_nqalotw7my1unyhx2o1_400	How many times does the woman push up ?	0	COUNT23724	78269
tumblr_mpf5rsgapD1sppmago1_400	How many times does the man shake head ?	0	COUNT23725	34147
tumblr_nad9fpNKZC1sojiylo1_400	How many times does the man blow his hair ?	0	COUNT23726	73512
tumblr_nk6zszEVHP1ri61l0o1_400	How many times does the man in red hat scratch head ?	0	COUNT23727	37143
tumblr_nl2gxxkIj71sw3vf3o1_400	How many times does the man in green shirt pump arms ?	0	COUNT23728	49130
tumblr_n9uf4wDhyu1rac9v2o1_400	How many times does the man wave a pen ?	0	COUNT23729	44225
tumblr_not7ja1IZv1u76mupo1_250	How many times does the woman blink eyes ?	0	COUNT23730	20038
tumblr_npqxzkxELl1tpg4boo1_400	How many times does the man pucker lips ?	0	COUNT23731	69367
tumblr_ngenefBNny1thkvjko1_500	How many times does the baby throw books ?	0	COUNT23732	95528
tumblr_nnxcgh3dIt1uu4hnzo1_500	How many times does the woman rub a brush across a mans face ?	0	COUNT23733	27819
tumblr_ncpyscpnTi1so16ndo1_500	How many times does the woman nod head ?	0	COUNT23734	69959
tumblr_m2cpr1t4Iv1qawrzyo1_500	How many times does the man jump ?	0	COUNT23735	79440
tumblr_ng29caNweC1tz9jaqo1_500	How many times does the man roll body ?	0	COUNT23736	101453
tumblr_ni8nrciSwi1u8sivco1_400	How many times does the person move food ?	0	COUNT23737	24170
tumblr_nipan7NGfA1u992e3o1_500	How many times does the woman blow kisses ?	0	COUNT23738	50884
tumblr_npqn4k10lE1rclyoeo1_400	How many times does the man pose face ?	0	COUNT23739	33575
tumblr_nfj0rpTSJd1t7an45o1_250	How many times does the man bounce hips ?	0	COUNT23740	43912
tumblr_nh00n97z0V1tkvqk7o1_400	How many times does the woman walk steps ?	0	COUNT23741	41931
tumblr_nl3vqlo7uC1teerxao1_500	How many times does the man pat a woman's back ?	0	COUNT23742	58149
tumblr_n9t9klghxD1srbyoyo1_400	How many times does the man in suit jacket stroke cheek ?	0	COUNT23743	88229
tumblr_nr53ie9eQn1re5o97o1_500	How many times does the guy flip his body ?	0	COUNT23744	27647
tumblr_njwcth4EXZ1r2laq2o1_400	How many times does the man kiss woman on the left ?	0	COUNT23745	20745
tumblr_no5n4jfuOl1tc8f4ko1_400	How many times does the girl turn around ?	0	COUNT23746	68823
tumblr_n9qpveZEwq1qjwjbyo1_500	How many times does the animal dribble a ball ?	0	COUNT23747	86485
tumblr_nezwj0FRMh1qmed57o1_500	How many times does the man pump right fist ?	0	COUNT23748	53775
tumblr_nij9y1lUHS1u5za4po1_250	How many times does the woman rotate camera ?	0	COUNT23749	39005
tumblr_no9p4cw1UT1utduf4o1_500	How many times does the woman on front blink her eyes ?	0	COUNT23750	18151
tumblr_najsc76gXF1s8qtito1_400	How many times does the woman on center swing bottle ?	0	COUNT23751	69218
tumblr_noetwgfgCc1uqmidxo1_500	How many times does the man tap forehead ?	0	COUNT23752	56968
tumblr_n01jngSF9u1s2xw7yo1_250	How many times does the man in football helmet thrust his pelvis ?	0	COUNT23753	8268
tumblr_nbumi9ctTA1r9cn9to1_500	How many times does the man rub his stubble ?	0	COUNT23754	93598
tumblr_nc2e852ZQD1rgpm4uo1_500	How many times does the man shake his head ?	0	COUNT23755	101474
tumblr_nbhvi5iIiy1t01uuvo1_400	How many times does the woman puff cigarette ?	0	COUNT23756	37253
tumblr_n9mtbwYI8H1t082g5o1_400	How many times does the girl kick ?	0	COUNT23757	78832
tumblr_np2vkpRQwi1rz0o3ko1_400	How many times does the woman thrash head ?	0	COUNT23758	35402
tumblr_nhli0qwrf61u7p8rwo1_500	How many times does the man raise eyebrows ?	0	COUNT23759	36088
tumblr_ngql4dVDgo1thfu8ho1_400	How many times does the woman spin on herself ?	0	COUNT23760	44201
tumblr_nom9yzTrMI1qct0uxo1_500	How many times does the cat lick itself ?	0	COUNT23761	61670
tumblr_nkgbtywI1D1swcun3o1_250	How many times do the women point ?	0	COUNT23762	11111
tumblr_npc9oa17VI1se2wi5o1_400	How many times does the person flip page ?	0	COUNT23763	15186
tumblr_mld0ccEbTV1qh439wo1_500	How many times does the man raise eyebrows ?	0	COUNT23764	96481
tumblr_nqtl5pZIMS1uzn7ieo1_250	How many times does the person wag finger ?	0	COUNT23765	8136
tumblr_np6wpld2Hl1rmk6q6o1_500	How many times does the dog scratch face ?	0	COUNT23766	26693
tumblr_nbaljeRzHh1tsxw1zo1_400	How many times does the woman smooth hair ?	0	COUNT23767	40089
tumblr_nobvfwJLB31uvytmqo3_400	How many times does the man swing arm ?	0	COUNT23768	64019
tumblr_nft75okgi31t1nzngo1_500	How many times does the woman kick leg ?	0	COUNT23769	79348
tumblr_ndc3hmvkRQ1relr3ao1_400	How many times does the man point fingers ?	0	COUNT23770	65119
tumblr_nf20awmbhu1r2q4nvo1_250	How many times does the man spin man ?	0	COUNT23771	19547
tumblr_nbxdr282081rsbk13o1_250	How many times does the man move his body back and forth ?	0	COUNT23772	45610
tumblr_lgti1sWCWX1qb3f0ao1_400	How many times does the man grab crotch ?	0	COUNT23773	53149
tumblr_np2yve3rsr1qho3ipo1_400	How many times does the man in picture shake hand ?	0	COUNT23774	41994
tumblr_ndn0cpSRz71spazc5o1_400	How many times does the cat smoke cigarette ?	0	COUNT23775	57889
tumblr_no3u6zllPh1qamx92o1_540	How many times does the man swing arms ?	0	COUNT23776	93681
tumblr_njwmhm6DS11rtn7lzo1_250	How many times does the man pump his fist ?	0	COUNT23777	27766
tumblr_n6qb4lmzYt1qf12yro1_250	How many times does the man jump ?	0	COUNT23778	18248
tumblr_noqeljNXXD1unyhx2o1_400	How many times does the woman blink ?	0	COUNT23779	76896
tumblr_nqijj4Swpt1slwrsuo1_400	How many times does the woman wave her hand ?	0	COUNT23780	10621
tumblr_ngp6dnqQyY1u1baqio1_400	How many times does the man thrust his pelvis ?	0	COUNT23781	9314
tumblr_nhrdajZlqD1ssoar0o1_500	How many times does the man with a black jacket swing arm ?	0	COUNT23782	97277
tumblr_no4u7cR3il1tivb02o1_1280	How many times does the woman move fingers ?	0	COUNT23783	22323
tumblr_nd7hb76DXY1tq677so1_500	How many times does the man blink ?	0	COUNT23784	34310
tumblr_nod3vtLJoj1sv2aino1_250	How many times does the rabbit shake his head ?	0	COUNT23785	8236
